coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,zori_rent_value,year
CA-512,Daly City/San Mateo County CoC,1238.0,601.0,637.0,238.0,448911,438753,10158,768410,6428,6106.0,322.0,51830,125332.0,785509.867047503,1260374.626850549,61.17,3099.6507999999994,12371.531,3063.038762360086,2018
CA-513,"Visalia/Kings, Tulare Counties CoC",967.0,315.0,652.0,288.0,260541,236014,24527,615500,5533,5125.0,408.0,127932,37790.92775629569,135480.96135848775,212292.1777592699,61.17,3099.6508000000003,12371.531,931.0334886520629,2018
CA-514,Fresno City & County/Madera County CoC,2144.0,463.0,1681.0,524.0,507489,469142,38347,1147671,18596,15243.0,3353.0,238828,40720.021707440545,155000.26870279605,249241.8274764391,61.17000000000001,3099.6508,12371.531,1056.2770433552632,2018
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",950.0,492.0,458.0,327.0,234166,226470,7696,492207,2085,1935.0,150.0,37767,64160.23210762951,353949.79179231054,482572.89214708196,61.169999999999995,3099.6508,12371.531,1539.1849106273307,2018
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",1149.0,459.0,690.0,431.0,83742,79539,4203,210324,3054,2702.0,352.0,30572,43152.71150225367,147763.8228406389,242787.13785285517,61.17,3099.6508,12371.531000000003,870.5971971415328,2018
CA-517,Napa City & County CoC,322.0,168.0,154.0,158.0,73770,71572,2198,138620,1886,1489.0,397.0,11829,70161.0,453259.72554818593,656698.978130771,61.17,3099.6508,12371.531,2298.932067305167,2018
CA-518,Vallejo/Solano County CoC,1129.0,212.0,917.0,461.0,209037,200737,8300,445931,6785,5835.0,950.0,34281,49336.0,337218.37276900694,439446.22525205626,61.17,3099.6508,12371.531,1771.7301958525375,2018
CA-519,"Chico, Paradise/Butte County CoC",1125.0,380.0,745.0,506.0,101810,96624,5186,230330,3154,2964.0,190.0,42016,42441.0,178620.81250116942,285408.3777485102,61.17,3099.6508,12371.531,1225.302589247852,2018
CA-520,Merced City & County CoC,514.0,202.0,312.0,148.0,115251,105501,9750,273733,3559,3096.0,463.0,56863,37193.0,179025.7216672415,256169.7857347345,61.17,3099.6508,12371.531,1278.0644197642264,2018
CA-521,"Davis, Woodland/Yolo County CoC",448.0,239.0,209.0,157.0,107537,102886,4651,220082,2968,2522.0,446.0,42311,51690.0,313394.85007435497,439321.0970895195,61.169999999999995,3099.6508,12371.531,1810.7257283357028,2018
CA-522,Humboldt County CoC,703.0,269.0,434.0,363.0,62530,60251,2279,136502,2005,1543.0,462.0,27002,44438.0,183738.64617657883,310331.88644259254,61.17,3099.6508,12371.531,0.0,2018
CA-524,Yuba City & County/Sutter County CoC,765.0,292.0,473.0,172.0,74081,68741,5340,173766,1998,1928.0,70.0,26267,41937.03518524913,191840.4506012488,282865.5567524817,61.17,3099.6508,12371.531,0.0,2018
CA-525,El Dorado County CoC,645.0,149.0,496.0,211.0,91021,87691,3330,190925,813,747.0,66.0,15401,65806.0,313684.9148873755,483943.00850624393,61.17,3099.6508,12371.531,1709.885341169944,2018
CA-527,Tehama County CoC,125.0,69.0,56.0,55.0,25485,24014,1471,63904,648,615.0,33.0,10749,39460.0,97914.60557704087,207363.45345767424,61.17,3099.6508,12371.531,0.0,2018
CA-529,Lake County CoC,615.0,24.0,591.0,82.0,29070,27523,1547,64394,473,435.0,38.0,11689,40669.0,120526.24832896916,227391.64197607015,61.17,3099.6508,12371.531,0.0,2018
CA-601,San Diego City and County CoC,8576.0,3586.0,4990.0,2171.0,1579550,1526087,53463,3332483,40222,36602.0,3620.0,372148,58719.0,384090.87261294085,577986.7479967498,61.17,3099.6508,12371.530999999999,2121.1427906720287,2018
CA-602,"Santa Ana, Anaheim/Orange County CoC",4955.0,2371.0,2584.0,1066.0,1615863,1567723,48140,3175579,27021,24048.0,2973.0,330559,67044.0,494451.79574110004,712125.2684872835,61.17,3099.6508,12371.531,2264.57897317093,2018
CA-603,Santa Maria/Santa Barbara County CoC,1706.0,813.0,893.0,307.0,215220,206642,8578,445137,7470,6797.0,673.0,54029,60818.0,345267.9495598888,549079.0875213478,61.169999999999995,3099.6508,12371.531,2303.2886435681826,2018
CA-604,Bakersfield/Kern County CoC,885.0,515.0,370.0,133.0,385789,354428,31361,893618,5872,5695.0,177.0,177021,38079.0,136078.69902218127,213214.9599440093,61.17,3099.6508,12371.531,1165.6966422720761,2018
CA-608,Riverside City & County CoC,2316.0,631.0,1685.0,474.0,1090038,1041323,48715,2443221,13480,12132.0,1348.0,307511,39955.0,264880.5876605123,381001.3160739446,61.169999999999995,3099.6508,12371.531,1715.754881133524,2018
CA-609,San Bernardino City & County CoC,2118.0,675.0,1443.0,423.0,954989,915519,39470,2165627,15037,13533.0,1504.0,317514,38781.0,216650.6105886366,345027.87272881245,61.17,3099.6508,12371.531,1698.7459676691824,2018
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1308.0,478.0,830.0,280.0,423044,406752,16292,847222,9077,8169.0,908.0,76206,60238.0,434911.5962732395,599720.5739853091,61.17,3099.6508,12371.531,2253.8050040049898,2018
CA-613,Imperial County CoC,1493.0,160.0,1333.0,44.0,71163,57736,13427,181062,3148,2959.0,189.0,37014,35331.0,119364.40656425485,211978.68471924463,61.17000000000001,3099.6508000000003,12371.530999999999,0.0,2018
CA-614,San Luis Obispo County CoC,1095.0,273.0,822.0,301.0,140085,135845,4240,283250,2742,2659.0,83.0,34200,55913.0,390340.04817411257,592781.1409749963,61.17,3099.6508,12371.531,2171.8681078412606,2018
CO-500,Colorado Balance of State CoC,3989.0,1481.0,2508.0,797.0,483802,468887,14915,894584,9887,8834.0,1053.0,103165,53134.50656841616,227363.91042283984,351514.92375210667,46.26,1738.1496000000002,9529.2733,916.0164611894669,2018
CO-503,Metropolitan Denver CoC,5317.0,4009.0,1308.0,1596.0,546358,530834,15524,996175,5106,4676.0,430.0,61449,66353.24091148644,333570.66198816994,445030.548727313,46.26,1738.1496000000002,9529.2733,1573.6995404609656,2018
CO-504,Colorado Springs/El Paso County CoC,1551.0,1038.0,513.0,345.0,331759,319727,12032,712746,4933,4489.0,444.0,68538,48545.0,218799.0523014332,305591.57342900656,46.26,1738.1496,9529.2733,1308.266525239056,2018
CT-505,Connecticut Balance of State CoC,3112.0,2623.0,489.0,258.0,1445578,1388377,57201,2629050,64145,58521.0,5624.0,265550,58526.33576729237,139567.47802665175,227775.9495491631,48.6,1077.1198,9510.2652,1202.6509167833012,2018
DE-500,Delaware Statewide CoC,1082.0,989.0,93.0,189.0,480155,462144,18011,966985,13025,11786.0,1239.0,114692,53062.30328805514,137770.2234486018,241728.50953498358,54.48,2782.2520000000004,11151.799,943.9702242261837,2018
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1192.0,740.0,452.0,250.0,362387,349640,12747,820933,4909,4319.0,590.0,84051,58059.70895310579,163285.65730239142,266861.9114640898,71.8,1370.2356,7696.927200000001,1532.8068269488354,2018
FL-501,Tampa/Hillsborough County CoC,1795.0,1155.0,640.0,262.0,730756,705101,25655,1455351,14391,14391.0,0.0,207358,46775.0,142471.01036816262,226913.61045192907,71.8,1370.2356,7696.9272,1398.0756012601023,2018
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2612.0,1647.0,965.0,434.0,481305,464814,16491,973343,12859,12087.0,772.0,112593,53578.0,114904.30373001112,210469.25872943611,71.8,1370.2356,7696.927200000001,1261.885455043964,2018
FL-503,"Lakeland, Winterhaven/Polk County CoC",552.0,418.0,134.0,84.0,296551,283912,12639,707095,4347,3825.0,522.0,109018,36048.0,103562.38923992321,177613.40628946127,71.8,1370.2356,7696.9272,1223.1130554433948,2018
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",683.0,277.0,406.0,90.0,297109,285397,11712,659532,5593,5166.0,427.0,81949,43575.05724058878,135868.54351086915,205855.2686745498,71.8,1370.2356,7696.9272,1234.195418108437,2018
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",495.0,83.0,412.0,119.0,125286,121359,3927,278605,2307,2043.0,264.0,33480,52807.491918666215,140209.8415276801,253319.9208405135,71.8,1370.2356,7696.927200000001,1233.020950998025,2018
FL-506,Tallahassee/Leon County CoC,909.0,810.0,99.0,151.0,152728,147395,5333,291905,4178,3634.0,544.0,57656,44528.0,90062.48795986101,174191.78150175678,71.8,1370.2356,7696.9272,984.9745883044422,2018
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2053.0,1693.0,360.0,272.0,1168100,1128361,39739,2219211,10079,9368.0,711.0,306068,44099.8988667594,150779.8215257555,240855.94782761243,71.80000000000001,1370.2356,7696.927200000001,1397.9953659620262,2018
FL-508,"Gainesville/Alachua, Putnam Counties CoC",756.0,323.0,433.0,272.0,136262,131666,4596,269190,4692,3847.0,845.0,50922,44705.0,100540.20593621349,182679.905450418,71.8,1370.2356,7696.9272,1147.8846791443912,2018
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",1542.0,513.0,1029.0,56.0,136749,131230,5519,317684,818,782.0,36.0,33599,81931.18180959696,136287.38152329376,251997.85367345094,71.8,1370.2356,7696.927200000001,1379.147788475246,2018
FL-510,"Jacksonville-Duval, Clay Counties CoC",1794.0,1365.0,429.0,327.0,625026,602211,22815,1252294,17804,17259.0,545.0,162204,46652.94994306449,105575.85330837118,187663.52820648137,71.8,1370.2356,7696.927199999999,1193.830417505319,2018
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",632.0,487.0,145.0,78.0,222679,214657,8022,495430,5324,4953.0,371.0,60236,43699.07913327816,88903.75961253312,168679.83655799137,71.8,1370.2356,7696.9272,1106.6583191098262,2018
FL-513,"Palm Bay, Melbourne/Brevard County CoC",734.0,481.0,253.0,116.0,274551,264555,9996,594978,5486,4937.0,549.0,64854,46145.0,133394.64052079097,217268.50446911762,71.8,1370.2356,7696.927199999999,1299.043608202171,2018
FL-514,Ocala/Marion County CoC,572.0,301.0,271.0,124.0,134737,128740,5997,359630,2421,2154.0,267.0,52818,37497.0,90868.30380524074,152997.5089418855,71.8,1370.2356,7696.9272,1058.8545758894818,2018
FL-515,"Panama City/Bay, Jackson Counties CoC",381.0,109.0,272.0,98.0,104428,100078,4350,234644,2955,2336.0,619.0,33768,40951.085154531975,96134.0088238419,175418.6425892151,71.8,1370.2356,7696.9272,925.6319508466728,2018
FL-517,"Hendry, Hardee, Highlands Counties CoC",453.0,69.0,384.0,259.0,36211,34397,1814,104453,342,311.0,31.0,21577,33047.0,72091.81754928966,129303.94487285458,71.8,1370.2356,7696.927199999999,847.6657831205534,2018
FL-519,Pasco County CoC,2668.0,253.0,2415.0,826.0,231755,222514,9241,539129,2296,2043.0,253.0,67164,41296.0,105649.21939448292,195453.1081805484,71.8,1370.2356,7696.9272,1281.6691893945424,2018
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",711.0,449.0,262.0,36.0,302709,289550,13159,825208,1693,1521.0,172.0,100493,41820.96816317825,130496.84404323125,202263.2546670824,71.8,1370.2355999999997,7696.9272,1015.0590443387997,2018
FL-600,Miami-Dade County CoC,3516.0,2486.0,1030.0,384.0,1354012,1304116,49896,2709711,49522,45560.0,3962.0,436103,52942.0,168386.64676387308,287783.1422372711,71.8,1370.2356,7696.9272,1923.061598830139,2018
FL-601,Ft Lauderdale/Broward County CoC,2318.0,1449.0,869.0,439.0,1024312,988673,35639,1948058,16312,15170.0,1142.0,244310,50458.0,129094.75611569925,253137.442078765,71.8,1370.2356,7696.9272,1657.4924645688561,2018
FL-602,Punta Gorda/Charlotte County CoC,164.0,78.0,86.0,45.0,70252,67332,2920,185204,816,807.0,9.0,20243,42292.0,124417.3955536508,202862.2242641407,71.8,1370.2356,7696.927200000001,1436.2579980439048,2018
FL-603,"Ft Myers, Cape Coral/Lee County CoC",728.0,524.0,204.0,132.0,338687,326661,12026,755159,4733,4354.0,379.0,90400,52022.0,118073.3119065881,227328.49504072545,71.8,1370.2356,7696.9272,1339.1946208319166,2018
FL-604,Monroe County CoC,973.0,761.0,212.0,62.0,44763,43582,1181,74362,1373,1276.0,97.0,8859,98438.0,335420.14692769904,530130.7180287646,71.8,1370.2356,7696.927200000001,2573.3134212703226,2018
FL-605,West Palm Beach/Palm Beach County CoC,1309.0,458.0,851.0,164.0,721421,694667,26754,1482833,10806,9185.0,1621.0,179359,82076.0,138693.05820762878,275923.0672715125,71.8,1370.2356,7696.9272,1647.1992722212972,2018
FL-606,Naples/Collier County CoC,653.0,440.0,213.0,119.0,176352,170050,6302,378657,944,877.0,67.0,39689,99997.0,195962.14324190898,347555.2926217359,71.8,1370.2356,7696.9272,1963.5646024343498,2018
GA-501,Georgia Balance of State CoC,3730.0,1857.0,1873.0,266.0,2274893,2189297,85596,4593642,38370,33904.0,4466.0,543419,43062.06269273922,126740.78370586014,198031.9734465019,62.29999999999999,1205.6478,7063.4469,931.6782360173095,2018
GA-503,Athens-Clarke County CoC,212.0,166.0,46.0,37.0,61020,58558,2462,127179,2642,2404.0,238.0,31645,33481.0,77823.13578162469,156799.41021456275,62.3,1205.6478,7063.4469,1132.0781520338362,2018
GA-504,Augusta-Richmond County CoC,269.0,222.0,47.0,18.0,86144,81613,4531,202027,7388,7018.0,370.0,41554,37321.0,38921.67677719237,94953.77419129352,62.3,1205.6478,7063.446899999999,876.416085651752,2018
GA-505,Columbus-Muscogee/Russell County CoC,276.0,196.0,80.0,28.0,103270,98219,5051,252295,6741,6087.0,654.0,50143,40701.76475950772,36606.35779608324,101182.04552877854,62.387257139459756,1239.3248077865196,7332.124537268277,604.3391127882253,2018
GA-506,Marietta/Cobb County CoC,384.0,266.0,118.0,41.0,423633,408917,14716,757133,3460,3390.0,70.0,67585,57762.0,157257.9260135365,249287.1503002233,62.3,1205.6478,7063.446899999999,1315.0890761053668,2018
GA-507,Savannah/Chatham County CoC,1009.0,545.0,464.0,223.0,140421,135108,5313,289771,6078,5591.0,487.0,39488,47256.0,86712.319508033,172674.30155731694,62.300000000000004,1205.6478,7063.4469,1162.6975731264372,2018
HI-500,Hawaii Balance of State CoC,2035.0,705.0,1330.0,597.0,94721,92033,2688,202263,3288,3222.0,66.0,30903,40925.0,185145.0785600682,340517.2391739309,72.95,2043.3994,10277.727,0.0,2018
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",264.0,258.0,6.0,27.0,55799,54403,1396,102415,2189,1991.0,198.0,13835,43130.0,54548.32993369019,111525.66080127073,48.13999999999999,1962.5199,10070.966,0.0,2018
IA-501,Iowa Balance of State CoC,1721.0,1593.0,128.0,133.0,544992,531612,13380,990091,12473,11184.0,1289.0,121403,50070.45681760566,90346.48677027707,160414.14724334894,48.14,1962.5199,10070.966,748.8701159805069,2018
IA-502,Des Moines/Polk County CoC,764.0,657.0,107.0,110.0,267870,261016,6854,486222,5808,-290.0,6098.0,47499,52762.0,103264.52952772246,181111.29281153853,48.14,1962.5199,10070.966000000002,989.3996731822385,2018
ID-500,Boise/Ada County CoC,756.0,635.0,121.0,182.0,246302,240076,6226,469161,3264,2904.0,360.0,44434,53014.0,237645.69247639077,313932.89484927146,46.32,1557.221,7085.6261,1237.3489827911176,2018
ID-501,Idaho Balance of State CoC,1256.0,654.0,602.0,142.0,371501,360605,10896,781141,6302,5626.0,676.0,94814,39283.64790095514,162089.8095980569,230534.361821542,46.31999999999999,1557.221,7085.6261,611.7781526308636,2018
IL-501,"Rockford/Winnebago, Boone Counties CoC",356.0,310.0,46.0,25.0,168323,158808,9515,336956,6865,5748.0,1117.0,49915,43824.08010541436,59599.23287699988,113140.77234683483,51.37,1804.3509,9575.963999999998,623.4548113351543,2018
IL-502,"Waukegan, North Chicago/Lake County CoC",277.0,253.0,24.0,33.0,378279,361329,16950,700455,8846,8226.0,620.0,54353,79644.0,133914.67874704636,235974.81002159894,51.370000000000005,1804.3509,9575.964,1481.3514661362499,2018
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,179.0,9.0,9.0,108359,103728,4631,210206,2555,2401.0,154.0,37121,44277.0,73777.97667115983,138371.2769247802,51.37,1804.3509,9575.964,789.600842588773,2018
IL-504,Madison County CoC,146.0,95.0,51.0,22.0,134724,128681,6043,264481,3429,3086.0,343.0,35925,46273.0,46768.66018908178,107786.49793093925,51.37,1804.3509,9575.964,741.3685770618848,2018
IL-506,"Joliet, Bolingbrook/Will County CoC",341.0,298.0,43.0,23.0,96767,92950,3817,178675,672,638.0,34.0,8323,50786.5651937876,144384.3264441654,212371.39273044042,51.37,1804.3509000000001,9575.964,998.8985947572374,2018
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",400.0,366.0,34.0,54.0,86643,81849,4794,180773,5623,4892.0,731.0,29227,49828.0,33296.636794082384,90926.36093256714,51.37,1804.3509,9575.964,840.882928116851,2018
IL-512,Bloomington/Central Illinois CoC,387.0,362.0,25.0,43.0,178498,169745,8753,358934,6110,5132.0,978.0,54495,44491.19569057264,61729.15678412203,120432.06992808385,51.37,1804.3508999999997,9575.964000000002,625.2125698211788,2018
IL-513,Springfield/Sangamon County CoC,271.0,252.0,19.0,32.0,101647,97167,4480,195802,4052,3687.0,365.0,25172,47769.0,51311.091344066546,116062.13931288582,51.370000000000005,1804.3508999999997,9575.964,781.3590347757225,2018
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",198.0,182.0,16.0,0.0,71529,67823,3706,142522,4483,4079.0,404.0,19754,44137.0,55399.92413112826,100122.0754677694,51.37,1804.3509,9575.964,0.0,2018
IL-519,West Central Illinois CoC,67.0,67.0,0.0,2.0,32975,31715,1260,65603,1239,1065.0,174.0,7803,46466.0,50169.318581758846,109634.81099408586,51.37,1804.3509,9575.964,0.0,2018
IL-520,Southern Illinois CoC,282.0,234.0,48.0,31.0,60312,57429,2883,124344,3436,2881.0,555.0,23224,40546.13009071608,25869.035972074602,75754.82394833489,51.37,1804.3509,9575.964000000002,0.0,2018
IN-502,Indiana Balance of State CoC,3576.0,3133.0,443.0,244.0,1761838,1702217,59621,3456481,50169,43768.0,6401.0,416257,48913.6022593499,92726.17882863714,160947.41221552293,51.81,2076.3009,8286.3125,729.8089626622184,2018
IN-503,Indianapolis CoC,1682.0,1546.0,136.0,205.0,489271,472325,16946,959370,16414,14772.0,1642.0,160661,52513.0,61597.81006899954,129798.22952091096,51.81,2076.3009,8286.3125,922.5407660263141,2018
KS-502,Wichita/Sedgwick County CoC,573.0,515.0,58.0,33.0,248463,239315,9148,513877,5373,4889.0,484.0,67722,51889.0,62824.08701250679,129428.669066129,54.68,1516.8384,9264.6887,800.6905640669161,2018
KS-503,Topeka/Shawnee County CoC,408.0,347.0,61.0,141.0,91122,88019,3103,177224,3201,3008.0,193.0,24062,46809.0,56736.962716378366,120566.61734579336,54.68,1516.8383999999999,9264.6887,736.0443753174194,2018
KS-505,"Overland Park, Shawnee/Johnson County CoC",168.0,130.0,38.0,19.0,337941,328372,9569,599045,3473,3334.0,139.0,32334,74892.0,195093.41133851698,283098.964993459,54.68,1516.8384,9264.6887,1172.0117400371953,2018
KS-507,Kansas Balance of State CoC,918.0,757.0,161.0,82.0,297376,287718,9658,606679,7261,6226.0,1035.0,77136,43685.24710431711,84669.1051044992,144962.5370193264,54.68,1516.8384,9264.6887,627.7898218824071,2018
KY-500,Kentucky Balance of State CoC,2077.0,1385.0,692.0,142.0,633029,610145,22884,1278716,18747,17048.0,1699.0,150898,44932.852413671215,90239.12035055207,163354.6059821521,55.620000000000005,2634.9472,8771.128,505.4359343469911,2018
KY-501,Louisville-Jefferson County CoC,926.0,773.0,153.0,129.0,399913,384200,15713,768706,21597,18357.0,3240.0,115810,52081.0,79557.49652147476,159363.79884154428,55.62,2634.9472,8771.128,958.4674392744319,2018
KY-502,Lexington-Fayette County CoC,685.0,662.0,23.0,98.0,174189,168551,5638,322597,6285,5719.0,566.0,45485,49847.0,110957.53620304528,182462.32573424993,55.620000000000005,2634.9472,8771.128,1013.5804280385008,2018
MA-503,Cape Cod Islands CoC,358.0,319.0,39.0,56.0,116246,111087,5159,213779,3556,3164.0,392.0,16661,71735.0,295663.3803976798,428952.639419221,48.14,3403.9721,11469.063,0.0,2018
MA-504,Springfield/Hampden County CoC,3368.0,3324.0,44.0,206.0,231786,220751,11035,468075,20440,19213.0,1227.0,76016,51183.0,144604.16272820986,208935.42114748305,48.14,3403.9721,11469.063,1110.9955881638252,2018
MA-506,Worcester City & County CoC,1852.0,1682.0,170.0,133.0,451479,434968,16511,828644,18587,18029.0,558.0,72636,55971.0,193300.11690589553,288047.7605951842,48.14000000000001,3403.9721,11469.063,1312.6161807940043,2018
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",651.0,597.0,54.0,72.0,198370,191461,6909,357994,7930,7429.0,501.0,36465,53866.48702492221,159436.3680021559,241011.65399267623,48.14,3403.9721000000004,11469.063,0.0,2018
