coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,year
NY-510,Ithaca/Tompkins County CoC,133.0,99.0,34.0,88.0,44.0,90.0,14.0,36.0,2.0,49802,46903,2899,101058,2727.0,2536.0,191.0,49486.0,148938.26633248088,228427.69598324096,48.17,2020
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",317.0,301.0,16.0,197.0,120.0,257.0,21.0,50.0,0.0,197922,182802,15120,433866,5818.0,4951.0,867.0,48596.91600401967,75335.22394000432,125706.59278113912,48.169999999999995,2020
NY-512,Troy/Rensselaer County CoC,232.0,218.0,14.0,106.0,125.0,119.0,48.0,105.0,1.0,82398,76864,5534,158108,3510.0,2843.0,667.0,54748.0,139577.3370685988,204969.7641190994,48.17,2020
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",301.0,294.0,7.0,183.0,118.0,248.0,40.0,44.0,1.0,127283,118314,8969,258201,4194.0,3759.0,435.0,53187.395625888355,99973.278658937,165240.99132460242,48.17,2020
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",112.0,110.0,2.0,42.0,70.0,95.0,34.0,15.0,0.0,54130,49517,4613,126032,2627.0,2416.0,211.0,45357.0,53026.522827806184,100742.13039460061,48.17,2020
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",191.0,177.0,14.0,105.0,84.0,125.0,19.0,45.0,1.0,164278,151533,12745,358769,8195.0,7029.0,1166.0,49493.40774147153,81829.51402523983,136915.2884074795,48.17,2020
NY-519,"Columbia, Greene Counties CoC",170.0,169.0,1.0,101.0,69.0,117.0,18.0,47.0,0.0,51732,48237,3495,106711,1418.0,1258.0,160.0,57156.40724948693,154421.2791389183,235138.47798254644,48.17,2020
NY-520,"Franklin, Essex Counties CoC",39.0,39.0,0.0,28.0,10.0,26.0,3.0,1.0,0.0,36502,33617,2885,86856,1984.0,1818.0,166.0,46049.89648383531,62464.20099478817,128074.77148074591,48.17000000000001,2020
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",67.0,48.0,19.0,46.0,21.0,61.0,2.0,6.0,0.0,56013,51425,4588,134282,3190.0,2952.0,238.0,53579.430482119715,81079.38457410692,143001.06661977406,48.17,2020
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",308.0,297.0,11.0,197.0,111.0,256.0,21.0,33.0,1.0,183589,171086,12503,359005,3818.0,3396.0,422.0,68761.6664614699,169561.1868307888,252266.68402462747,48.17,2020
NY-600,New York City CoC,77943.0,74039.0,3904.0,41590.0,35893.0,15715.0,28689.0,55834.0,861.0,4078556,3580930,497626,8253213,393068.0,360551.0,32517.0,82096.8897132547,329481.91620403784,615133.6766503634,48.17,2020
NY-601,Poughkeepsie/Dutchess County CoC,591.0,581.0,10.0,290.0,301.0,269.0,85.0,283.0,2.0,145395,134736,10659,293293,4794.0,4074.0,720.0,62319.0,222701.05358230742,308026.81394848326,48.17,2020
NY-602,"Newburgh, Middletown/Orange County CoC",471.0,388.0,83.0,262.0,209.0,226.0,73.0,215.0,3.0,187690,172718,14972,385234,5413.0,4709.0,704.0,57688.0,186162.27077976428,277569.36935616436,48.17,2020
NY-603,"Nassau, Suffolk Counties CoC",3807.0,3753.0,54.0,1789.0,2015.0,1250.0,698.0,2336.0,12.0,1497949,1377084,120865,2825607,24930.0,22168.0,2762.0,86057.91822818955,380676.29466931924,503601.3751341237,48.17,2020
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1683.0,1616.0,67.0,856.0,825.0,458.0,417.0,1165.0,5.0,488596,449454,39142,965802,24154.0,21255.0,2899.0,115386.0,395808.76290500903,600471.1023911592,48.17,2020
NY-606,Rockland County CoC,193.0,121.0,72.0,124.0,68.0,85.0,62.0,67.0,0.0,156756,144690,12066,326225,6499.0,5784.0,715.0,66350.0,325607.2239007892,463019.856346369,48.17,2020
NY-608,Kingston/Ulster County CoC,439.0,408.0,31.0,251.0,186.0,277.0,62.0,122.0,6.0,87931,81165,6766,177716,3411.0,2967.0,444.0,56071.0,169679.25489121757,254491.5836775797,48.17,2020
OH-500,Cincinnati/Hamilton County CoC,1092.0,1036.0,56.0,747.0,342.0,375.0,12.0,674.0,2.0,414064,381365,32699,817985,25549.0,23505.0,2044.0,65035.0,101784.56731485372,174658.23402580657,50.88,2020
OH-501,Toledo/Lucas County CoC,602.0,547.0,55.0,323.0,279.0,283.0,54.0,269.0,0.0,208882,187181,21701,428294,12257.0,11276.0,981.0,51024.0,39884.66711367649,107711.5604676993,50.88,2020
OH-502,Cleveland/Cuyahoga County CoC,1675.0,1566.0,109.0,1184.0,475.0,452.0,89.0,1184.0,8.0,601373,537911,63462,1227883,38821.0,36103.0,2718.0,59923.0,66896.40040046745,136526.00382128454,50.88,2020
OH-503,Columbus/Franklin County CoC,2036.0,1603.0,433.0,1194.0,834.0,630.0,88.0,1214.0,33.0,701892,648597,53295,1324624,24288.0,21616.0,2672.0,55294.0,111665.83100330614,201376.92834225085,50.88,2020
OH-504,Youngstown/Mahoning County CoC,100.0,88.0,12.0,38.0,62.0,28.0,8.0,60.0,1.0,100445,90135,10310,226075,5238.0,4818.0,420.0,47729.0,34304.29463544145,93877.14221780938,50.88,2020
OH-505,"Dayton, Kettering/Montgomery County CoC",736.0,687.0,49.0,449.0,281.0,340.0,36.0,354.0,2.0,251147,229213,21934,531610,12366.0,11500.0,866.0,51618.0,57288.3037167737,123353.86403343132,50.88,2020
OH-506,Akron/Summit County CoC,587.0,459.0,128.0,323.0,264.0,292.0,21.0,251.0,5.0,268162,245748,22414,538866,13926.0,13508.0,418.0,56821.0,68316.89095989607,144795.36310577425,50.88,2020
OH-507,Ohio Balance of State CoC,3577.0,2591.0,986.0,2023.0,1542.0,2818.0,173.0,575.0,2.0,2517333,2316617,200716,5230884,76855.0,69496.0,7359.0,48890.67308279059,81230.03121828145,149103.27079277716,50.88,2020
OH-508,"Canton, Massillon, Alliance/Stark County CoC",250.0,234.0,16.0,119.0,131.0,132.0,6.0,81.0,1.0,183740,168819,14921,369772,6529.0,5941.0,588.0,49592.0,66883.66889476542,138285.07940395965,50.879999999999995,2020
OK-500,North Central Oklahoma CoC,221.0,158.0,63.0,135.0,83.0,182.0,8.0,15.0,0.0,98341,92741,5600,217764,2223.0,2081.0,142.0,43594.45610844768,47245.992188235985,111539.52386524534,60.14,2020
OK-501,Tulsa City & County CoC,1221.0,953.0,268.0,761.0,451.0,679.0,91.0,282.0,4.0,323367,301625,21742,657589,11811.0,10748.0,1063.0,65519.0,78232.98802811994,155754.58799732864,60.14,2020
OK-503,Oklahoma Balance of State CoC,161.0,106.0,55.0,95.0,65.0,122.0,19.0,8.0,0.0,149199,141190,8009,316370,2834.0,2510.0,324.0,44398.14668584253,47117.81940589137,110179.12437924495,60.13999999999999,2020
OK-504,Norman/Cleveland County CoC,266.0,120.0,146.0,166.0,99.0,198.0,12.0,29.0,2.0,142448,134295,8153,287066,2255.0,2097.0,158.0,48042.0,119270.56245317306,176364.76481665796,60.13999999999999,2020
OK-505,Northeast Oklahoma CoC,55.0,6.0,49.0,32.0,23.0,25.0,5.0,1.0,0.0,128965,121470,7495,304171,2431.0,2233.0,198.0,40805.36424576965,52362.55820241573,109300.93306963163,60.14000000000001,2020
OK-506,Southwest Oklahoma Regional CoC,165.0,142.0,23.0,109.0,56.0,99.0,19.0,46.0,0.0,174705,163377,11328,403027,4019.0,3630.0,389.0,44368.92661781965,41127.794102654196,101442.6720085771,60.14,2020
OK-507,Southeastern Oklahoma Regional CoC,270.0,187.0,83.0,160.0,109.0,188.0,14.0,28.0,0.0,259480,242410,17070,610181,9568.0,8377.0,1191.0,40968.803948336645,43636.4823946364,101969.1725442384,60.129544905528036,2020
OR-500,"Eugene, Springfield/Lane County CoC",1606.0,569.0,1037.0,1073.0,517.0,1325.0,151.0,53.0,5.0,179364,165245,14119,382986,4994.0,4794.0,200.0,49583.0,250730.77319662494,333493.68350385345,51.27,2020
OR-501,"Portland, Gresham/Multnomah County CoC",4173.0,2136.0,2037.0,2644.0,1435.0,2858.0,409.0,590.0,47.0,456648,417349,39299,815637,16654.0,14988.0,1666.0,63852.0,319390.2483340506,425022.5655680339,51.27,2020
OR-502,"Medford, Ashland/Jackson County CoC",727.0,364.0,363.0,461.0,265.0,590.0,92.0,29.0,8.0,105244,97021,8223,221844,3034.0,2821.0,213.0,51824.0,247842.31367930456,332303.39211677434,51.27,2020
OR-503,Central Oregon CoC,913.0,299.0,614.0,524.0,383.0,761.0,62.0,9.0,3.0,119089,109501,9588,251730,1590.0,1486.0,104.0,57577.24312159854,281596.06218135724,401151.5196175158,51.27,2020
OR-505,Oregon Balance of State CoC,5642.0,1346.0,4296.0,3290.0,2331.0,5025.0,496.0,78.0,29.0,706271,654455,51816,1542399,21459.0,19220.0,2239.0,47989.08927910353,215833.49696887707,298997.66995067656,51.27,2020
OR-506,"Hillsboro, Beaverton/Washington County CoC",618.0,311.0,307.0,424.0,192.0,483.0,101.0,53.0,8.0,321086,300213,20873,603514,4016.0,3574.0,442.0,66831.0,345480.08839610516,451829.3075563382,51.27,2020
OR-507,Clackamas County CoC,352.0,129.0,223.0,202.0,150.0,281.0,48.0,25.0,9.0,218684,202868,15816,421596,2958.0,2484.0,474.0,64791.0,338882.5542069465,458570.73353935085,51.27,2020
PA-501,Harrisburg/Dauphin County CoC,402.0,356.0,46.0,245.0,156.0,137.0,58.0,218.0,2.0,147271,134404,12867,279874,6613.0,5951.0,662.0,56792.0,91993.65139005125,174073.2575138924,49.8,2020
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",367.0,321.0,46.0,173.0,193.0,101.0,14.0,252.0,0.0,300427,273338,27089,566753,7197.0,6405.0,792.0,73588.0,114725.92456557583,230307.6194616574,49.8,2020
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",181.0,173.0,8.0,64.0,115.0,107.0,41.0,55.0,1.0,160151,142941,17210,316982,9028.0,8125.0,903.0,50391.0,55251.81782971956,116571.7138213245,49.8,2020
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",282.0,249.0,33.0,123.0,157.0,114.0,19.0,147.0,3.0,457250,423171,34079,833869,5841.0,5023.0,818.0,86340.0,210788.3089072908,322820.69359718397,49.8,2020
PA-505,Chester County CoC,522.0,499.0,23.0,356.0,165.0,250.0,24.0,255.0,1.0,286697,268662,18035,526759,3808.0,3312.0,496.0,91927.0,240294.692677981,374073.32679215213,49.8,2020
PA-506,Reading/Berks County CoC,524.0,510.0,14.0,370.0,154.0,352.0,203.0,150.0,0.0,216006,195897,20109,421017,4347.0,4042.0,305.0,55953.0,108902.30461441394,189509.9084568649,49.8,2020
PA-508,Scranton/Lackawanna County CoC,177.0,161.0,16.0,103.0,72.0,151.0,20.0,16.0,0.0,105507,95532,9975,208989,6494.0,5844.0,650.0,52580.0,65718.86565070477,129000.5188463932,49.8,2020
PA-509,Eastern Pennsylvania CoC,2032.0,1666.0,366.0,1121.0,904.0,1476.0,415.0,449.0,4.0,1553032,1422701,130331,3104663,42742.0,38184.0,4558.0,52663.59439913446,107972.65254403526,175894.8494574234,49.79999999999999,2020
PA-510,Lancaster City & County CoC,461.0,441.0,20.0,251.0,209.0,332.0,118.0,109.0,4.0,286983,265888,21095,546192,4101.0,3813.0,288.0,58434.0,167278.64459417923,240224.85216372262,49.8,2020
PA-511,"Bristol, Bensalem/Bucks County CoC",333.0,303.0,30.0,145.0,186.0,187.0,39.0,126.0,4.0,345202,317151,28051,627987,5698.0,4672.0,1026.0,80627.0,239443.44988385474,347646.11476446554,49.8,2020
PA-512,York City & County CoC,370.0,312.0,58.0,199.0,168.0,216.0,111.0,127.0,1.0,237579,218905,18674,450448,3603.0,3278.0,325.0,55761.0,128793.0589852621,199698.1739220481,49.8,2020
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",887.0,724.0,163.0,540.0,341.0,316.0,30.0,484.0,7.0,647360,589879,57481,1211358,34900.0,30712.0,4188.0,68777.0,78980.19804200722,166281.13821524114,49.8,2020
PA-601,Western Pennsylvania CoC,754.0,693.0,61.0,452.0,301.0,601.0,21.0,123.0,3.0,818375,743471,74904,1678875,30243.0,27066.0,3177.0,53657.661003350455,56642.10590256127,122807.06509468457,49.8,2020
PA-603,Beaver County CoC,101.0,92.0,9.0,45.0,56.0,69.0,0.0,26.0,5.0,84078,75564,8514,162575,4021.0,3699.0,322.0,55449.0,65074.57947354361,133121.01048145854,49.8,2020
PA-605,Erie City & County CoC,348.0,342.0,6.0,230.0,118.0,208.0,39.0,117.0,1.0,129331,116878,12453,268426,6181.0,5686.0,495.0,50536.0,73724.96248301903,134966.28757101987,49.8,2020
RI-500,Rhode Island Statewide CoC,1104.0,996.0,108.0,667.0,431.0,656.0,247.0,322.0,6.0,570186,517950,52236,1057125,38179.0,35476.0,2703.0,60825.18250727208,227123.29190242477,307213.89981892053,49.27,2020
SC-500,Charleston/Low Country CoC,433.0,280.0,153.0,303.0,130.0,190.0,16.0,213.0,1.0,498770,470211,28559,1102483,11979.0,11151.0,828.0,55009.7424132617,175148.50309694634,286939.0334797119,61.70000000000001,2020
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1536.0,1039.0,497.0,1003.0,531.0,759.0,56.0,676.0,2.0,714081,672043,42038,1575575,20291.0,18855.0,1436.0,46216.37263030957,88544.75022446948,171793.15844772736,61.7,2020
SC-502,Columbia/Midlands CoC,1140.0,874.0,266.0,733.0,402.0,347.0,19.0,737.0,7.0,726820,685923,40897,1589070,19742.0,18151.0,1591.0,48468.871903692096,83103.3793476223,170716.04446781575,61.7,2020
SC-503,"Myrtle Beach, Sumter City & County CoC",1178.0,390.0,788.0,660.0,516.0,591.0,24.0,534.0,2.0,395358,366996,28362,950912,11413.0,10312.0,1101.0,42157.69121643223,75168.6773241339,149120.74687706374,61.7,2020
SD-500,South Dakota Statewide CoC,1058.0,812.0,246.0,607.0,448.0,265.0,81.0,65.0,2.0,426753,408929,17824,801668,13414.0,11195.0,2219.0,60795.56191465794,130989.63110393223,207994.20141569583,45.54,2020
TN-500,Chattanooga/Southeast Tennessee CoC,648.0,324.0,324.0,396.0,249.0,399.0,36.0,209.0,1.0,332720,308315,24405,713044,12003.0,10519.0,1484.0,48503.79577136895,96058.45158629579,180229.4776234608,58.10999999999999,2020
TN-501,Memphis/Shelby County CoC,1022.0,921.0,101.0,735.0,286.0,158.0,8.0,836.0,2.0,448020,404948,43072,936017,17983.0,17083.0,900.0,53855.0,58051.134357611685,149097.55453875454,58.11,2020
TN-502,Knoxville/Knox County CoC,745.0,549.0,196.0,404.0,340.0,524.0,21.0,181.0,2.0,243456,229094,14362,475609,10968.0,9651.0,1317.0,54642.0,119943.8405050042,208209.2895400629,58.11,2020
TN-503,Central Tennessee CoC,517.0,389.0,128.0,279.0,236.0,253.0,21.0,229.0,1.0,603224,563024,40200,1254097,10473.0,9779.0,694.0,55191.22635091225,164341.19471718385,269032.7787708067,58.11,2020
TN-504,Nashville-Davidson County CoC,2016.0,1432.0,584.0,1480.0,528.0,1025.0,69.0,907.0,16.0,399872,366810,33062,694176,17996.0,16196.0,1800.0,71659.0,204142.9560729738,293539.24715068936,58.11,2020
TN-506,Upper Cumberland CoC,332.0,239.0,93.0,179.0,153.0,291.0,7.0,32.0,3.0,236886,220676,16210,535308,4703.0,4428.0,275.0,42641.48388030816,116054.0461017675,193314.6400509928,58.11000000000001,2020
TN-507,Jackson/West Tennessee CoC,861.0,60.0,801.0,500.0,361.0,481.0,4.0,340.0,0.0,290206,269450,20756,664767,10894.0,10292.0,602.0,42677.14303357417,52602.97660235872,120323.98311452207,58.11,2020
TN-509,Appalachian Regional CoC,386.0,259.0,127.0,252.0,134.0,352.0,4.0,26.0,0.0,222655,206886,15769,513983,8130.0,7522.0,608.0,42755.645968835546,72632.17972459151,140071.12386492148,58.11000000000001,2020
TN-510,Murfreesboro/Rutherford County CoC,322.0,166.0,156.0,183.0,138.0,248.0,10.0,64.0,4.0,186995,173908,13087,339261,2217.0,1995.0,222.0,45374.0,201691.85713372196,274778.07654967747,58.11,2020
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",407.0,133.0,274.0,229.0,177.0,360.0,8.0,25.0,0.0,308540,285098,23442,685894,8125.0,7480.0,645.0,43376.923870160696,98354.25836796725,178308.350452789,58.10999999999999,2020
TX-500,San Antonio/Bexar County CoC,2932.0,1658.0,1274.0,1746.0,1175.0,2097.0,1368.0,714.0,16.0,933208,861839,71369,2026823,27034.0,24600.0,2434.0,48569.0,125790.81175346894,198615.63081151174,65.97,2020
TX-503,Austin/Travis County CoC,2506.0,932.0,1574.0,1690.0,801.0,1535.0,601.0,842.0,15.0,735013,688176,46837,1300503,10565.0,9191.0,1374.0,74032.0,259683.64444671004,384286.1125461254,65.97,2020
TX-600,"Dallas City & County, Irving CoC",4471.0,2852.0,1619.0,2920.0,1541.0,1642.0,632.0,2559.0,52.0,1910019,1769817,140202,3707957,36910.0,31110.0,5800.0,67090.9449764385,184766.97607459538,268825.5418343642,65.96999999999998,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2126.0,1323.0,803.0,1299.0,823.0,1049.0,277.0,1003.0,15.0,69486,65436,4050,148198,583.0,553.0,30.0,59929.0,174296.96933115335,285462.6806010948,65.97,2020
TX-603,El Paso City & County CoC,843.0,681.0,162.0,509.0,334.0,668.0,544.0,97.0,4.0,361760,331684,30076,841286,13996.0,11896.0,2100.0,41818.0,95684.9845896493,139463.12897919034,65.97,2020
TX-604,Waco/McLennan County CoC,234.0,158.0,76.0,134.0,99.0,133.0,58.0,88.0,0.0,164590,154166,10424,375828,4934.0,4550.0,384.0,44820.043195291466,76008.08143079969,152793.6818668724,65.97,2020
TX-607,Texas Balance of State CoC,9198.0,3433.0,5765.0,5712.0,3460.0,6411.0,3293.0,2294.0,77.0,4200073,3862055,338018,9579642,108266.0,92922.0,15344.0,47107.14013321166,90973.12832532084,167067.3421166117,65.97,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",236.0,176.0,60.0,142.0,94.0,161.0,41.0,60.0,1.0,145032,135786,9246,336836,4258.0,3699.0,559.0,47021.86542115451,63060.359566984516,131918.34037769338,65.97,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",3974.0,2318.0,1656.0,2489.0,1473.0,1573.0,562.0,2218.0,21.0,692793,640333,52460,1466057,4041.0,3857.0,184.0,63382.45072463076,185142.6387913639,268645.78615942027,65.97,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",109.0,83.0,26.0,73.0,36.0,59.0,19.0,44.0,0.0,163735,154111,9624,354466,3704.0,3424.0,280.0,42986.64277250851,115683.14992639066,201095.48024092402,65.97,2020
UT-500,Salt Lake City & County CoC,1958.0,1690.0,268.0,1182.0,763.0,1396.0,524.0,252.0,26.0,646307,612465,33842,1165517,9344.0,8783.0,561.0,59077.0,295860.12741209846,393181.2436737984,49.55,2020
UT-503,Utah Balance of State CoC,1006.0,660.0,346.0,578.0,425.0,826.0,211.0,71.0,10.0,641421,610933,30488,1354031,7509.0,6378.0,1131.0,45530.60745285743,236909.22023561408,323205.16163574683,49.55,2020
UT-504,Provo/Mountainland CoC,167.0,77.0,90.0,103.0,62.0,145.0,34.0,9.0,0.0,41268,38354,2914,77799,4.0,0.0,4.0,113484.96591215825,346842.60958327126,631365.6283363238,49.55,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",546.0,416.0,130.0,379.0,167.0,129.0,19.0,382.0,2.0,466860,438383,28477,885321,6171.0,5671.0,500.0,65241.311393268654,186538.43137421217,271762.42314469523,55.540000000000006,2020
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",709.0,644.0,65.0,474.0,235.0,127.0,29.0,551.0,4.0,19268,18259,1009,37725,388.0,333.0,55.0,59285.0,118180.77383226593,291707.6014286752,55.54,2020
VA-502,"Roanoke City & County, Salem CoC",276.0,246.0,30.0,174.0,100.0,159.0,10.0,94.0,0.0,19464,18539,925,38710,30.0,19.0,11.0,52222.12831309739,93519.47379821907,200556.0754913508,55.54,2020
VA-504,Charlottesville CoC,188.0,162.0,26.0,118.0,69.0,109.0,4.0,67.0,1.0,51084,48283,2801,100440,406.0,356.0,50.0,48646.845061728396,155142.94782172385,244087.52921024006,55.54,2020
VA-508,Lynchburg CoC,73.0,55.0,18.0,34.0,39.0,36.0,4.0,27.0,0.0,21749,20479,1270,47710,152.0,138.0,14.0,40782.93190106896,94249.96179450706,168697.59934538952,55.54,2020
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",297.0,262.0,35.0,187.0,109.0,224.0,19.0,47.0,1.0,61642,57950,3692,122935,563.0,512.0,51.0,50923.484320982636,157091.0299132415,240478.51160658142,55.540000000000006,2020
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",207.0,183.0,24.0,131.0,76.0,101.0,7.0,86.0,0.0,102113,96169,5944,214989,651.0,605.0,46.0,56759.02086618385,250558.01675848544,354569.63291993603,55.53999999999999,2020
VA-521,Virginia Balance of State CoC,816.0,660.0,156.0,445.0,369.0,447.0,54.0,304.0,0.0,428607,401414,27193,942892,7563.0,6937.0,626.0,46571.71328423616,97956.13495288535,177939.62830984834,55.54,2020
VA-600,Arlington County CoC,199.0,165.0,34.0,116.0,82.0,64.0,48.0,108.0,5.0,151524,144538,6986,240119,2835.0,2608.0,227.0,100823.0,389330.7201196212,706225.6861892259,55.54,2020
VA-602,Loudoun County CoC,179.0,122.0,57.0,80.0,99.0,80.0,12.0,62.0,4.0,225807,213383,12424,422784,965.0,607.0,358.0,84374.0,415573.02698966395,584090.5061262016,55.54,2020
VT-500,Vermont Balance of State CoC,849.0,780.0,69.0,455.0,386.0,775.0,25.0,31.0,3.0,243961,229264,14697,459041,7920.0,7154.0,766.0,57248.19258192623,134609.16195197712,214634.29709969088,43.74,2020
VT-501,Burlington/Chittenden County CoC,261.0,216.0,45.0,145.0,112.0,208.0,16.0,31.0,6.0,95851,91279,4572,164306,4548.0,4184.0,364.0,64605.0,235155.49153057268,328907.1465868684,43.74,2020
WA-500,Seattle/King County CoC,11751.0,6173.0,5578.0,6610.0,4836.0,5658.0,1717.0,2953.0,244.0,1284350,1184981,99369,2274315,35733.0,33231.0,2502.0,96647.0,416779.6358819787,643247.6358911801,50.47,2020
WA-501,Washington Balance of State CoC,5668.0,3076.0,2592.0,3224.0,2388.0,4540.0,855.0,250.0,26.0,1066485,975129,91356,2286674,21815.0,19144.0,2671.0,52628.82233890795,236227.79443210486,343417.05603809643,50.47,2020
WA-502,Spokane City & County CoC,1559.0,1018.0,541.0,914.0,627.0,1115.0,137.0,103.0,9.0,259796,237347,22449,528225,7370.0,7148.0,222.0,50038.0,213142.92363938774,304288.26621212106,50.47,2020
WA-503,"Tacoma, Lakewood/Pierce County CoC",1897.0,983.0,914.0,1194.0,695.0,1031.0,153.0,455.0,27.0,455770,412397,43373,913890,9877.0,9086.0,791.0,56532.0,320827.8328045342,413951.24089671887,50.47,2020
WA-504,Everett/Snohomish County CoC,1132.0,459.0,673.0,649.0,472.0,840.0,120.0,127.0,19.0,440728,402364,38364,830393,8792.0,8440.0,352.0,62267.0,383096.3589666276,521484.8371548829,50.47,2020
WA-508,Vancouver/Clark County CoC,916.0,400.0,516.0,503.0,408.0,720.0,78.0,65.0,7.0,247678,226978,20700,496865,4313.0,3536.0,777.0,57863.0,314464.0677646868,394450.06355280156,50.47,2020
WI-500,Wisconsin Balance of State CoC,2708.0,2583.0,125.0,1448.0,1252.0,1764.0,234.0,552.0,36.0,2132676,2002608,130068,4002131,44464.0,38533.0,5931.0,55366.9966620283,123966.75928090952,199920.21979409026,44.71,2020
WI-501,Milwaukee City & County CoC,970.0,883.0,87.0,666.0,299.0,310.0,96.0,602.0,3.0,467309,428251,39058,945016,22189.0,19304.0,2885.0,51002.0,99274.22699755756,172489.89576860904,44.71,2020
WI-502,Racine City & County CoC,207.0,196.0,11.0,133.0,74.0,101.0,13.0,93.0,0.0,98166,90950,7216,195802,3083.0,2836.0,247.0,53094.0,105624.7248005127,177988.53654324383,44.71,2020
WI-503,Madison/Dane County CoC,630.0,529.0,101.0,368.0,262.0,251.0,57.0,325.0,7.0,323340,307583,15757,552536,6577.0,5853.0,724.0,66094.0,221612.79755469275,315622.93469926604,44.71,2020
